name,state,country,popularity
Embalse,Córdoba,Argentina,9660
Etruria,Córdoba,Argentina,3788
General Baldissera,Córdoba,Argentina,2133
General Cabrera,Córdoba,Argentina,10351
General Levalle,Córdoba,Argentina,5697
General Roca,Córdoba,Argentina,2597
Guatimozín,Córdoba,Argentina,2524
Hernando,Córdoba,Argentina,10486
Huanchillas,Córdoba,Argentina,1020
Huerta Grande,Córdoba,Argentina,5630
Huinca Renancó,Córdoba,Argentina,8637
Idiazábal,Córdoba,Argentina,1567
Inriville,Córdoba,Argentina,3778
Isla Verde,Córdoba,Argentina,4245
Italó,Córdoba,Argentina,1139
James Craik,Córdoba,Argentina,4560
Justiniano Posse,Córdoba,Argentina,8499
La Calera,Córdoba,Argentina,45600
La Cesira,Córdoba,Argentina,1140
La Cumbre,Córdoba,Argentina,7235
La Falda,Córdoba,Argentina,5630
La Francia,Córdoba,Argentina,3503
La Granja,Córdoba,Argentina,2406
La Para,Córdoba,Argentina,3021
La Playosa,Córdoba,Argentina,2376
Laborde,Córdoba,Argentina,5492
Laguna Larga,Córdoba,Argentina,7437
Las Acequias,Córdoba,Argentina,2116
Las Higueras,Córdoba,Argentina,5282
Las Junturas,Córdoba,Argentina,1541
Las Perdices,Córdoba,Argentina,4615
Las Varas,Córdoba,Argentina,1017
Las Varillas,Córdoba,Argentina,14649
Leones,Córdoba,Argentina,10391
Los Cocos,Córdoba,Argentina,1035
Los Cóndores,Córdoba,Argentina,2720
Los Surgentes,Córdoba,Argentina,2804
Malagueño,Córdoba,Argentina,9364
Marull,Córdoba,Argentina,1765
Mattaldi,Córdoba,Argentina,1714
Mina Clavero,Córdoba,Argentina,8487
Miramar,Córdoba,Argentina,1979
Monte Buey,Córdoba,Argentina,5497
Monte Cristo,Córdoba,Argentina,6914
Monte Maíz,Córdoba,Argentina,6920
Morrison,Córdoba,Argentina,3245
Morteros,Córdoba,Argentina,15129
Noetinger,Córdoba,Argentina,4508
Obispo Trejo,Córdoba,Argentina,1911
Oncativo,Córdoba,Argentina,13180
Ordóñez,Córdoba,Argentina,2328
Pascanas,Córdoba,Argentina,2567
Pasco,Córdoba,Argentina,1072
Piquillín,Córdoba,Argentina,1170
Porteña,Córdoba,Argentina,4624
Pozo del Molle,Córdoba,Argentina,5429
Quilino,Córdoba,Argentina,4534
Río Segundo,Córdoba,Argentina,19713
Río Tercero,Córdoba,Argentina,46421
Sacanta,Córdoba,Argentina,2791
Salsipuedes,Córdoba,Argentina,6411
Sampacho,Córdoba,Argentina,7238
San Antonio de Litín,Córdoba,Argentina,1240
San Basilio,Córdoba,Argentina,2882
San José de la Dormida,Córdoba,Argentina,3272
Santa Eufemia,Córdoba,Argentina,2179
Santa Magdalena,Córdoba,Argentina,0
Santa Rosa de Calamuchita,Córdoba,Argentina,19012
Santiago Temple,Córdoba,Argentina,2358
Saturnino M. Laspiur,Córdoba,Argentina,2316
Sebastián Elcano,Córdoba,Argentina,2042
Serrano,Córdoba,Argentina,2670
Serrezuela,Córdoba,Argentina,2291
Tancacha,Córdoba,Argentina,5184
Ticino,Córdoba,Argentina,1895
Tío Pujio,Córdoba,Argentina,2383
Toledo,Córdoba,Argentina,3046
Ucacha,Córdoba,Argentina,4747
Unquillo,Córdoba,Argentina,18483
Valle Hermoso,Córdoba,Argentina,5486
Viamonte,Córdoba,Argentina,1598
Vicuña Mackenna,Córdoba,Argentina,8994
Villa Ascasubi,Córdoba,Argentina,2081
Villa Berna,Córdoba,Argentina,5000
Villa Carlos Paz,Córdoba,Argentina,0
Villa Concepción del Tío,Córdoba,Argentina,1585
Villa de Soto,Córdoba,Argentina,7303
Villa del Dique,Córdoba,Argentina,2829
Villa Dolores,Córdoba,Argentina,29854
Villa General Belgrano,Córdoba,Argentina,5888
Villa Giardino,Córdoba,Argentina,15112
Villa Las Rosas,Córdoba,Argentina,2535
Villa Nueva,Córdoba,Argentina,18818
Villa Reducción,Córdoba,Argentina,1467
Villa Rumipal,Córdoba,Argentina,1922
Villa Valeria,Córdoba,Argentina,2525
Wenceslao Escalante,Córdoba,Argentina,1549
Bonpland,Corrientes,Argentina,1063
Chavarría,Corrientes,Argentina,2337
Cruz de los Milagros,Corrientes,Argentina,1768
Departamento de Bella Vista,Corrientes,Argentina,44406
Departamento de Berón de Astrada,Corrientes,Argentina,2826
Departamento de Capital,Corrientes,Argentina,627704
Departamento de Concepción,Corrientes,Argentina,10348
Departamento de Curuzú Cuatiá,Corrientes,Argentina,51532
Departamento de Empedrado,Corrientes,Argentina,17968
Departamento de Esquina,Corrientes,Argentina,39185
Departamento de General Alvear,Corrientes,Argentina,9145
Departamento de General Paz,Corrientes,Argentina,17020
Departamento de Goya,Corrientes,Argentina,106371
Departamento de Itatí,Corrientes,Argentina,12010
Departamento de Ituzaingó,Corrientes,Argentina,38837
Departamento de Lavalle,Corrientes,Argentina,40448
Departamento de Mercedes,Corrientes,Argentina,49882
Departamento de Monte Caseros,Corrientes,Argentina,45670
Departamento de Paso de los Libres,Corrientes,Argentina,56989
Departamento de Saladas,Corrientes,Argentina,29198
Departamento de San Luis del Palmar,Corrientes,Argentina,21459
Departamento de San Martín,Corrientes,Argentina,15187
Departamento de San Roque,Corrientes,Argentina,22715
Departamento de Santo Tomé,Corrientes,Argentina,71927
Departamento de Sauce,Corrientes,Argentina,10382
Felipe Yofré,Corrientes,Argentina,1947
Garruchos,Corrientes,Argentina,1152
Gobernador Juan E. Martínez,Corrientes,Argentina,3529
Gobernador Virasora,Corrientes,Argentina,28756
Herlitzka,Corrientes,Argentina,1166
Itá Ibaté,Corrientes,Argentina,4115
Juan Pujol,Corrientes,Argentina,1487
Libertad,Corrientes,Argentina,1438
Lomas de Vallejos,Corrientes,Argentina,1415
Loreto,Corrientes,Argentina,2856
Mariano I. Loza,Corrientes,Argentina,2015
Mocoretá,Corrientes,Argentina,6088
Palmar Grande,Corrientes,Argentina,1672
Paso de la Patria,Corrientes,Argentina,5818
Pedro R. Fernández,Corrientes,Argentina,2058
Perugorría,Corrientes,Argentina,5685
Pueblo Libertador,Corrientes,Argentina,3973
Riachuelo,Corrientes,Argentina,3668
San Carlos,Corrientes,Argentina,3350
San Lorenzo,Corrientes,Argentina,47626
Santa Rosa,Corrientes,Argentina,7143
Yapeyú,Corrientes,Argentina,2124
Yataity Calle,Corrientes,Argentina,0
Aldea San Antonio,Entre Ríos,Argentina,1127
Aranguren,Entre Ríos,Argentina,1581
Bovril,Entre Ríos,Argentina,7977
Caseros,Entre Ríos,Argentina,2109
Ceibas,Entre Ríos,Argentina,1405
Chajarí,Entre Ríos,Argentina,30655
Colonia Elía,Entre Ríos,Argentina,1620
Conscripto Bernardi,Entre Ríos,Argentina,1464
Crespo,Entre Ríos,Argentina,19536
Departamento de Gualeguaychú,Entre Ríos,Argentina,126147
Departamento de Paraná,Entre Ríos,Argentina,391696
Domínguez,Entre Ríos,Argentina,1925
General Campos,Entre Ríos,Argentina,2982
General Galarza,Entre Ríos,Argentina,4150
General Ramírez,Entre Ríos,Argentina,8614
Gobernador Mansilla,Entre Ríos,Argentina,2264
Hasenkamp,Entre Ríos,Argentina,4413
Hernández,Entre Ríos,Argentina,1801
Herrera,Entre Ríos,Argentina,1587
La Criolla,Entre Ríos,Argentina,1852
Larroque,Entre Ríos,Argentina,6200
Los Charrúas,Entre Ríos,Argentina,3414
Los Conquistadores,Entre Ríos,Argentina,1214
Lucas González,Entre Ríos,Argentina,4466
Maciá,Entre Ríos,Argentina,5806
Oro Verde,Entre Ríos,Argentina,2548
Piedras Blancas,Entre Ríos,Argentina,1714
Pronunciamiento,Entre Ríos,Argentina,1301
Puerto Ibicuy,Entre Ríos,Argentina,4477
Puerto Yeruá,Entre Ríos,Argentina,1541
San Benito,Entre Ríos,Argentina,6771
San Gustavo,Entre Ríos,Argentina,1307
San Justo,Entre Ríos,Argentina,1473
Santa Ana,Entre Ríos,Argentina,2059
Santa Anita,Entre Ríos,Argentina,1254
Santa Elena,Entre Ríos,Argentina,20538
Sauce de Luna,Entre Ríos,Argentina,2901
Seguí,Entre Ríos,Argentina,3646
Tabossi,Entre Ríos,Argentina,1333
Ubajay,Entre Ríos,Argentina,2334
Urdinarrain,Entre Ríos,Argentina,7992
Viale,Entre Ríos,Argentina,8939
Victoria,Entre Ríos,Argentina,30623
Villa del Rosario,Entre Ríos,Argentina,3488
Villa Elisa,Entre Ríos,Argentina,10266
Villa Hernandarias,Entre Ríos,Argentina,5375
Villa Mantero,Entre Ríos,Argentina,1526
Villa María Grande,Entre Ríos,Argentina,7101
Villa Urquiza,Entre Ríos,Argentina,1566
Departamento de Pilcomayo,Formosa,Argentina,94383
El Colorado,Formosa,Argentina,12780
Estanislao del Campo,Formosa,Argentina,4055
Herradura,Formosa,Argentina,2333
Ibarreta,Formosa,Argentina,8687
Laguna Naick-Neck,Formosa,Argentina,2115
Las Lomitas,Formosa,Argentina,10354
Palo Santo,Formosa,Argentina,5324
Pozo del Tigre,Formosa,Argentina,3948
Riacho Eh-Eh,Formosa,Argentina,3566
Villa Escolar,Formosa,Argentina,1261
Villa General Guemes,Formosa,Argentina,4000
Caimancito,Jujuy,Argentina,5403
Calilegua,Jujuy,Argentina,5174
Departamento de Cochinoca,Jujuy,Argentina,15054
Departamento de Rinconada,Jujuy,Argentina,1802
Departamento de Tumbaya,Jujuy,Argentina,0
El Aguilar,Jujuy,Argentina,3655
Fraile Pintado,Jujuy,Argentina,13682
Ingenio La Esperanza,Jujuy,Argentina,5002
La Mendieta,Jujuy,Argentina,3812
Maimará,Jujuy,Argentina,2470
Palma Sola,Jujuy,Argentina,5318
Yuto,Jujuy,Argentina,7732
Alpachiri,La Pampa,Argentina,2138
Alta Italia,La Pampa,Argentina,1481
Anguil,La Pampa,Argentina,1977
Arata,La Pampa,Argentina,1202
Bernardo Larroudé,La Pampa,Argentina,1619
Caleufú,La Pampa,Argentina,2396
Colonia Barón,La Pampa,Argentina,3317
Departamento de Caleu-Caleu,La Pampa,Argentina,0
Departamento de Toay,La Pampa,Argentina,18029
Doblas,La Pampa,Argentina,1860
Embajador Martini,La Pampa,Argentina,1298
General Manuel J. Campos,La Pampa,Argentina,1016
Ingeniero Luiggi,La Pampa,Argentina,4671
Jacinto Arauz,La Pampa,Argentina,2773
La Adela,La Pampa,Argentina,2000
La Maruja,La Pampa,Argentina,1389
Lonquimay,La Pampa,Argentina,1672
Miguel Riglos,La Pampa,Argentina,2385
Rancul,La Pampa,Argentina,3699
Telén,La Pampa,Argentina,1549
Uriburu,La Pampa,Argentina,1200
Winifreda,La Pampa,Argentina,2902
Arauco,La Rioja,Argentina,13720
Castro Barros,La Rioja,Argentina,4322
Departamento de Arauco,La Rioja,Argentina,16257
Departamento de General Lamadrid,La Rioja,Argentina,0
Villa Bustos,La Rioja,Argentina,2165
Departamento de Guaymallén,Mendoza,Argentina,321966
Departamento de Las Heras,Mendoza,Argentina,234401
Departamento de Luján,Mendoza,Argentina,0
Departamento de Malargüe,Mendoza,Argentina,32717
Departamento de San Carlos,Mendoza,Argentina,7798
Departamento de San Rafael,Mendoza,Argentina,215020
Departamento de Tunuyán,Mendoza,Argentina,60171
Departamento de Tupungato,Mendoza,Argentina,41280
Aristóbulo del Valle,Misiones,Argentina,20683
Arroyo del Medio,Misiones,Argentina,2142
Azara,Misiones,Argentina,3484
Campo Ramón,Misiones,Argentina,10088
Campo Viera,Misiones,Argentina,9228
Candelaria,Misiones,Argentina,11039
Capioví,Misiones,Argentina,5860
Caraguatay,Misiones,Argentina,3287
Cerro Azul,Misiones,Argentina,5323
Cerro Corá,Misiones,Argentina,1153
Colonia Aurora,Misiones,Argentina,8407
Departamento de Cainguás,Misiones,Argentina,0
Departamento de Candelaria,Misiones,Argentina,0
Departamento de Concepción de la Sierra,Misiones,Argentina,0
Departamento de Eldorado,Misiones,Argentina,91728
Departamento de General Manuel Belgrano,Misiones,Argentina,0
Departamento de Guaraní,Misiones,Argentina,77160
Departamento de Iguazú,Misiones,Argentina,100096
Departamento de Libertador General San Martín,Misiones,Argentina,4691
Departamento de Montecarlo,Misiones,Argentina,0
Departamento de Oberá,Misiones,Argentina,1979
Departamento de San Ignacio,Misiones,Argentina,0
Departamento de San Pedro,Misiones,Argentina,34801
Departamento de Veinticinco de Mayo,Misiones,Argentina,20824
Dos Arroyos,Misiones,Argentina,3079
Dos de Mayo,Misiones,Argentina,14544
El Alcázar,Misiones,Argentina,5127
Garuhapé,Misiones,Argentina,8259
Garupá,Misiones,Argentina,28814
Gobernador Roca,Misiones,Argentina,6315
Guaraní,Misiones,Argentina,4530
Jardín América,Misiones,Argentina,24905
Los Helechos,Misiones,Argentina,3616
Mártires,Misiones,Argentina,1135
Mojón Grande,Misiones,Argentina,2233
Panambí,Misiones,Argentina,5970
Picada Gobernador López,Misiones,Argentina,0
Puerto Eldorado,Misiones,Argentina,54189
Puerto Leoni,Misiones,Argentina,2329
Puerto Libertad,Misiones,Argentina,6143
Puerto Piray,Misiones,Argentina,8557
Ruiz de Montoya,Misiones,Argentina,3374
San José,Misiones,Argentina,6452
San Vicente,Misiones,Argentina,38247
Santa María,Misiones,Argentina,1687
Santo Pipó,Misiones,Argentina,5447
Tres Capones,Misiones,Argentina,1234
Wanda,Misiones,Argentina,15529
Barrancas,Neuquén,Argentina,1098
Buta Ranquil,Neuquén,Argentina,2221
Centenario,Neuquén,Argentina,28956
Cutral-Có,Neuquén,Argentina,47380
Departamento de Aluminé,Neuquén,Argentina,10244
Departamento de Añelo,Neuquén,Argentina,18166
Departamento de Catán-Lil,Neuquén,Argentina,0
Departamento de Chos-Malal,Neuquén,Argentina,0
Departamento de Collón-Curá,Neuquén,Argentina,0
Departamento de Confluencia,Neuquén,Argentina,468794
Departamento de Lácar,Neuquén,Argentina,39596
Departamento de Zapala,Neuquén,Argentina,45698
Las Ovejas,Neuquén,Argentina,1312
Mariano Moreno,Neuquén,Argentina,3365
Plaza Huincul,Neuquén,Argentina,12273
Plottier,Neuquén,Argentina,25186
San Martín de los Andes,Neuquén,Argentina,23519
Senillosa,Neuquén,Argentina,6394
Villa La Angostura,Neuquén,Argentina,7526
Vista Alegre,Neuquén,Argentina,4277
Allen,Río Negro,Argentina,31864
Catriel,Río Negro,Argentina,15169
Cervantes,Río Negro,Argentina,5173
Chichinales,Río Negro,Argentina,3057
Chimpay,Río Negro,Argentina,3905
Cinco Saltos,Río Negro,Argentina,19819
Cipolletti,Río Negro,Argentina,75078
Comallo,Río Negro,Argentina,1306
Contraalmirante Cordero,Río Negro,Argentina,0
Coronel Belisle,Río Negro,Argentina,1841
Darwin,Río Negro,Argentina,1052
Departamento de Avellaneda,Río Negro,Argentina,41352
El Bolsón,Río Negro,Argentina,19009
Fray Luis Beltrán,Río Negro,Argentina,6401
General Enrique Godoy,Río Negro,Argentina,3112
General Fernández Oro,Río Negro,Argentina,6772
Ingeniero Jacobacci,Río Negro,Argentina,6261
Ingeniero Luis A. Huergo,Río Negro,Argentina,6483
Lamarque,Río Negro,Argentina,7686
Los Menucos,Río Negro,Argentina,2689
Mainque,Río Negro,Argentina,2658
Sierra Grande,Río Negro,Argentina,7404
Villa Regina,Río Negro,Argentina,30028
Apolinario Saravia,Salta,Argentina,8595
Cafayate,Salta,Argentina,11785
Campo Quijano,Salta,Argentina,5000
Departamento Capital,Salta,Argentina,0
Departamento de Anta,Salta,Argentina,70170
Departamento de Iruya,Salta,Argentina,6118
Departamento de La Poma,Salta,Argentina,1789
Departamento de La Viña,Salta,Argentina,8900
Departamento de Los Andes,Salta,Argentina,7182
Departamento de Metán,Salta,Argentina,48245
Departamento de Rivadavia,Salta,Argentina,101666
Departamento de Rosario de la Frontera,Salta,Argentina,0
Departamento de Rosario de Lerma,Salta,Argentina,0
El Carril,Salta,Argentina,9780
El Galpón,Salta,Argentina,8357
El Quebrachal,Salta,Argentina,10243
Embarcación,Salta,Argentina,23961
General Enrique Mosconi,Salta,Argentina,19811
Joaquín V. González,Salta,Argentina,19185
Las Lajitas,Salta,Argentina,9151
San Ramón de la Nueva Orán,Salta,Argentina,74059
Santa Rosa de Tastil,Salta,Argentina,2000
Albardón,San Juan,Argentina,20413
Calingasta,San Juan,Argentina,8176
Departamento de Angaco,San Juan,Argentina,10176
Departamento de Calingasta,San Juan,Argentina,11034
Departamento de Caucete,San Juan,Argentina,44047
Departamento de Iglesia,San Juan,Argentina,8845
Departamento de Jáchal,San Juan,Argentina,25297
Departamento de Rawson,San Juan,Argentina,145763
Departamento de Santa Lucía,San Juan,Argentina,62729
Departamento de Ullúm,San Juan,Argentina,6454
Departamento de Zonda,San Juan,Argentina,6683
Pocito,San Juan,Argentina,40969
San Juan,San Juan,Argentina,19092
Villa Paula de Sarmiento,San Juan,Argentina,19092
Justo Daract,San Luis,Argentina,9680
Naschel,San Luis,Argentina,3157
Tilisarao,San Luis,Argentina,5478
Unión,San Luis,Argentina,2341
Villa Mercedes,San Luis,Argentina,96781
28 de Noviembre,Santa Cruz,Argentina,4686
Caleta Olivia,Santa Cruz,Argentina,56298
Comandante Luis Piedra Buena,Santa Cruz,Argentina,4176
Departamento de Deseado,Santa Cruz,Argentina,126743
Departamento de Güer Aike,Santa Cruz,Argentina,137895
Departamento de Lago Argentino,Santa Cruz,Argentina,25586
Departamento de Magallanes,Santa Cruz,Argentina,12911
Departamento de Río Chico,Santa Cruz,Argentina,6314
El Calafate,Santa Cruz,Argentina,8000
Las Heras,Santa Cruz,Argentina,24741
Los Antiguos,Santa Cruz,Argentina,2047
Pico Truncado,Santa Cruz,Argentina,14985
Río Gallegos,Santa Cruz,Argentina,115585
Río Turbio,Santa Cruz,Argentina,6650
Yacimiento Río Turbio,Santa Cruz,Argentina,6650
Armstrong,Santa Fe,Argentina,11181
Arroyo Seco,Santa Fe,Argentina,20620
Arrufó,Santa Fe,Argentina,2190
Avellaneda,Santa Fe,Argentina,23341
Bella Italia,Santa Fe,Argentina,1100
Calchaquí,Santa Fe,Argentina,10221
Capitán Bermúdez,Santa Fe,Argentina,29218
Carcarañá,Santa Fe,Argentina,17350
Ceres,Santa Fe,Argentina,14499
Chañar Ladeado,Santa Fe,Argentina,5639
Departamento de Belgrano,Santa Fe,Argentina,48781
Departamento de Caseros,Santa Fe,Argentina,86912
Departamento de Castellanos,Santa Fe,Argentina,190577
Departamento de Constitución,Santa Fe,Argentina,93441
Departamento de La Capital,Santa Fe,Argentina,186947
Departamento de Nueve de Julio,Santa Fe,Argentina,12514
Departamento de San Cristóbal,Santa Fe,Argentina,72801
Departamento de Vera,Santa Fe,Argentina,56027
El Trébol,Santa Fe,Argentina,11086
Firmat,Santa Fe,Argentina,18294
Fray Luis A. Beltrán,Santa Fe,Argentina,14390
Funes,Santa Fe,Argentina,14750
Gálvez,Santa Fe,Argentina,20100
Gato Colorado,Santa Fe,Argentina,1412
Gobernador Gálvez,Santa Fe,Argentina,74650
Granadero Baigorria,Santa Fe,Argentina,36994
Hersilia,Santa Fe,Argentina,3000
Iriondo Department,Santa Fe,Argentina,74504
Laguna Paiva,Santa Fe,Argentina,12334
Las Parejas,Santa Fe,Argentina,12375
Las Toscas,Santa Fe,Argentina,11811
Los Laureles,Santa Fe,Argentina,1519
Malabrigo,Santa Fe,Argentina,7026
Pérez,Santa Fe,Argentina,26448
Recreo,Santa Fe,Argentina,14204
Roldán,Santa Fe,Argentina,14113
Rufino,Santa Fe,Argentina,18980
San Carlos Centro,Santa Fe,Argentina,10465
San Jorge,Santa Fe,Argentina,19521
Santo Tomé,Santa Fe,Argentina,59072
Sunchales,Santa Fe,Argentina,20537
Tacuarendí,Santa Fe,Argentina,3067
Totoras,Santa Fe,Argentina,9587
Venado Tuerto,Santa Fe,Argentina,82757
Villa Cañás,Santa Fe,Argentina,9328
Villa Ocampo,Santa Fe,Argentina,19026
Villa Trinidad,Santa Fe,Argentina,2945
Beltrán,Santiago del Estero,Argentina,5321
Clodomira,Santiago del Estero,Argentina,9043
Colonia Dora,Santiago del Estero,Argentina,2406
Departamento de Aguirre,Santiago del Estero,Argentina,8970
Departamento de Banda,Santiago del Estero,Argentina,170651
Departamento de Choya,Santiago del Estero,Argentina,43736
Departamento de Guasayán,Santiago del Estero,Argentina,9255
Departamento de Loreto,Santiago del Estero,Argentina,24060
Departamento de Moreno,Santiago del Estero,Argentina,40460
Departamento de Río Hondo,Santiago del Estero,Argentina,66761
Departamento de Robles,Santiago del Estero,Argentina,54015
El Hoyo,Santiago del Estero,Argentina,2162
Los Juríes,Santiago del Estero,Argentina,3212
Pampa de los Guanacos,Santiago del Estero,Argentina,4393
San Pedro,Santiago del Estero,Argentina,390654
Tintina,Santiago del Estero,Argentina,3868
Villa General Mitre,Santiago del Estero,Argentina,3605
Departamento de Burruyacú,Tucumán,Argentina,45476
Departamento de Cruz Alta,Tucumán,Argentina,228077
Departamento de Famaillá,Tucumán,Argentina,20762
Departamento de Graneros,Tucumán,Argentina,13063
Departamento de Trancas,Tucumán,Argentina,17541
Agarakavan,Aragatsotn,Armenia,881
Aragats,Aragatsotn,Armenia,2924
Arteni,Aragatsotn,Armenia,3278
Ashnak,Aragatsotn,Armenia,1307
Byurakan,Aragatsotn,Armenia,5981
Hnaberd,Aragatsotn,Armenia,1836
Karbi,Aragatsotn,Armenia,4844
Kasakh,Aragatsotn,Armenia,4247
Kosh,Aragatsotn,Armenia,2513
Nor Yerznka,Aragatsotn,Armenia,1628
Oshakan,Aragatsotn,Armenia,5962
Sasunik,Aragatsotn,Armenia,2455
Shenavan,Aragatsotn,Armenia,1638
T’alin,Aragatsotn,Armenia,4451
Ushi,Aragatsotn,Armenia,1617
Voskevaz,Aragatsotn,Armenia,4168
Zovuni,Aragatsotn,Armenia,5479
Abovyan,Ararat,Armenia,1402
Aralez,Ararat,Armenia,2243
Ararat,Ararat,Armenia,7609
Arevabuyr,Ararat,Armenia,1362
Arevshat,Ararat,Armenia,1809
Armash,Ararat,Armenia,2378
Avshar,Ararat,Armenia,4929
Aygavan,Ararat,Armenia,3914
Aygepat,Ararat,Armenia,1287
Aygestan,Ararat,Armenia,2397
Aygezard,Ararat,Armenia,2994
Bardzrashen,Ararat,Armenia,1335
Berk’anush,Ararat,Armenia,0
Burastan,Ararat,Armenia,2012
Byuravan,Ararat,Armenia,1191
Dalar,Ararat,Armenia,2594
Darakert,Ararat,Armenia,2723
Dashtavan,Ararat,Armenia,1970
Dimitrov,Ararat,Armenia,1391
Dvin,Ararat,Armenia,2751
Getazat,Ararat,Armenia,2157
Ghukasavan,Ararat,Armenia,2019
Goravan,Ararat,Armenia,2340
Hayanist,Ararat,Armenia,3098
Hovtashat,Ararat,Armenia,4224
Hovtashen,Ararat,Armenia,1034
Jrahovit,Ararat,Armenia,1072
Lusarrat,Ararat,Armenia,2739
Marmarashen,Ararat,Armenia,3607
Masis,Ararat,Armenia,21376
Mrganush,Ararat,Armenia,1101
Mrgavan,Ararat,Armenia,1606
Mrgavet,Ararat,Armenia,2084
Nizami,Ararat,Armenia,1327
Norabats’,Ararat,Armenia,2579
Noramarg,Ararat,Armenia,2069
Norashen,Ararat,Armenia,3737
Noyakert,Ararat,Armenia,2140
Nshavan,Ararat,Armenia,1725
Sayat’-Nova,Ararat,Armenia,2375
Shahumyan,Ararat,Armenia,4409
Sis,Ararat,Armenia,1475
Sisavan,Ararat,Armenia,1841
Surenavan,Ararat,Armenia,2172
Verin Artashat,Ararat,Armenia,4334
Vosketap’,Ararat,Armenia,4820
Vostan,Ararat,Armenia,2739
Yeghegnavan,Ararat,Armenia,1420
Zangakatun,Ararat,Armenia,1042
Zorak,Ararat,Armenia,1783
Aghavnatun,Armavir,Armenia,3742
Aknalich,Armavir,Armenia,3212
Aknashen,Armavir,Armenia,1569
Alashkert,Armavir,Armenia,2045
Apaga,Armavir,Armenia,1853
Arak’s,Armavir,Armenia,1727
Arazap’,Armavir,Armenia,1730
Arbat’,Armavir,Armenia,2220
Arevashat,Armavir,Armenia,1917
Arevik,Armavir,Armenia,2991
Argavand,Armavir,Armenia,2301
Arshaluys,Armavir,Armenia,4250
Artimet,Armavir,Armenia,2427
Aygek,Armavir,Armenia,1433
Aygeshat,Armavir,Armenia,2111
Baghramyan,Armavir,Armenia,2838
Bambakashat,Armavir,Armenia,646
Dalarik,Armavir,Armenia,3975
Doghs,Armavir,Armenia,1339
